mnemonic,opcode,subsystem,criticality,description,fsw_min_version
CMD_CDH_MEM_DUMP_086,0x1C2E,CDH,NOMINAL,Dump memory region (variant 86),1.0
CMD_CDH_MEM_PATCH_086,0x1C2F,CDH,NOMINAL,Patch memory region (variant 86),1.0
CMD_THERMAL_HTR_ON_086,0x1C30,THERMAL,NOMINAL,Turn on heater zone (variant 86),1.0
CMD_THERMAL_HTR_OFF_086,0x1C31,THERMAL,NOMINAL,Turn off heater zone (variant 86),1.0
CMD_THERMAL_HTR_AUTO_086,0x1C32,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 86),1.0
CMD_PAYLOAD_IMG_CAPTURE_086,0x1C33,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 86),1.0
CMD_PAYLOAD_IMG_ABORT_086,0x1C34,PAYLOAD,HAZARDOUS,Abort current image capture (variant 86),1.0
CMD_PAYLOAD_INST_ON_086,0x1C35,PAYLOAD,NOMINAL,Power on instrument (variant 86),1.0
CMD_PAYLOAD_INST_OFF_086,0x1C36,PAYLOAD,NOMINAL,Power off instrument (variant 86),1.0
CMD_PAYLOAD_INST_CAL_086,0x1C37,PAYLOAD,NOMINAL,Run instrument calibration (variant 86),1.0
CMD_PROP_VALVE_OPEN_086,0x1C38,PROP,NOMINAL,Open propulsion valve (variant 86),1.0
CMD_PROP_VALVE_CLOSE_086,0x1C39,PROP,NOMINAL,Close propulsion valve (variant 86),1.0
CMD_PROP_BURN_EXEC_086,0x1C3A,PROP,NOMINAL,Execute commanded delta-v burn (variant 86),1.0
CMD_PROP_BURN_ABORT_086,0x1C3B,PROP,NOMINAL,Abort active propulsive maneuver (variant 86),1.0
CMD_EPS_PWR_ON_087,0x1C3C,EPS,NOMINAL,Enable power channel in specified mode (variant 87),1.0
CMD_EPS_PWR_OFF_087,0x1C3D,EPS,HAZARDOUS,Disable power channel (variant 87),1.0
CMD_EPS_BATT_TRICKLE_087,0x1C3E,EPS,NOMINAL,Set battery trickle charge rate (variant 87),1.0
CMD_EPS_BATT_RESET_087,0x1C3F,EPS,NOMINAL,Reset battery management controller (variant 87),1.0
CMD_EPS_SOLAR_DEPLOY_087,0x1C40,EPS,NOMINAL,Deploy solar array (variant 87),1.0
CMD_EPS_SOLAR_STOW_087,0x1C41,EPS,CRITICAL,Stow solar array (variant 87),1.0
CMD_ADCS_MODE_SET_087,0x1C42,ADCS,NOMINAL,Set ADCS control mode (variant 87),1.0
CMD_ADCS_MODE_SAFE_087,0x1C43,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 87),1.0
CMD_ADCS_RW_SPIN_087,0x1C44,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 87),1.0
CMD_ADCS_RW_STOP_087,0x1C45,ADCS,CRITICAL,Stop reaction wheel (variant 87),1.0
CMD_ADCS_MTQ_FIRE_087,0x1C46,ADCS,NOMINAL,Fire magnetorquer along axis (variant 87),1.0
CMD_ADCS_STAR_TRACK_087,0x1C47,ADCS,HAZARDOUS,Begin star tracker tracking (variant 87),1.0
CMD_ADCS_ATT_SLEW_087,0x1C48,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 87),1.0
CMD_COMM_TX_ENABLE_087,0x1C49,COMM,CRITICAL,Enable transmitter on band (variant 87),1.0
CMD_COMM_TX_DISABLE_087,0x1C4A,COMM,NOMINAL,Disable transmitter on band (variant 87),1.0
CMD_COMM_TX_POWER_087,0x1C4B,COMM,CRITICAL,Set transmitter output power (variant 87),1.0
CMD_COMM_DUMP_START_087,0x1C4C,COMM,NOMINAL,Start virtual-channel data dump (variant 87),1.0
CMD_COMM_DUMP_STOP_087,0x1C4D,COMM,CRITICAL,Stop virtual-channel data dump (variant 87),1.0
CMD_CDH_BOOT_WARM_087,0x1C4E,CDH,NOMINAL,Warm reboot of flight processor (variant 87),1.0
CMD_CDH_BOOT_COLD_087,0x1C4F,CDH,NOMINAL,Cold reboot of flight processor (variant 87),1.0
CMD_CDH_TIME_SYNC_087,0x1C50,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 87),1.0
CMD_CDH_FILE_DELETE_087,0x1C51,CDH,NOMINAL,Delete onboard file by path (variant 87),1.0
CMD_CDH_MEM_DUMP_087,0x1C52,CDH,NOMINAL,Dump memory region (variant 87),1.0
CMD_CDH_MEM_PATCH_087,0x1C53,CDH,NOMINAL,Patch memory region (variant 87),1.0
CMD_THERMAL_HTR_ON_087,0x1C54,THERMAL,NOMINAL,Turn on heater zone (variant 87),1.0
CMD_THERMAL_HTR_OFF_087,0x1C55,THERMAL,NOMINAL,Turn off heater zone (variant 87),1.0
CMD_THERMAL_HTR_AUTO_087,0x1C56,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 87),1.0
CMD_PAYLOAD_IMG_CAPTURE_087,0x1C57,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 87),1.0
CMD_PAYLOAD_IMG_ABORT_087,0x1C58,PAYLOAD,HAZARDOUS,Abort current image capture (variant 87),1.0
CMD_PAYLOAD_INST_ON_087,0x1C59,PAYLOAD,NOMINAL,Power on instrument (variant 87),1.0
CMD_PAYLOAD_INST_OFF_087,0x1C5A,PAYLOAD,NOMINAL,Power off instrument (variant 87),1.0
CMD_PAYLOAD_INST_CAL_087,0x1C5B,PAYLOAD,NOMINAL,Run instrument calibration (variant 87),1.0
CMD_PROP_VALVE_OPEN_087,0x1C5C,PROP,NOMINAL,Open propulsion valve (variant 87),1.0
CMD_PROP_VALVE_CLOSE_087,0x1C5D,PROP,NOMINAL,Close propulsion valve (variant 87),1.0
CMD_PROP_BURN_EXEC_087,0x1C5E,PROP,NOMINAL,Execute commanded delta-v burn (variant 87),1.0
CMD_PROP_BURN_ABORT_087,0x1C5F,PROP,NOMINAL,Abort active propulsive maneuver (variant 87),1.0
CMD_EPS_PWR_ON_088,0x1C60,EPS,NOMINAL,Enable power channel in specified mode (variant 88),1.0
CMD_EPS_PWR_OFF_088,0x1C61,EPS,HAZARDOUS,Disable power channel (variant 88),1.0
CMD_EPS_BATT_TRICKLE_088,0x1C62,EPS,NOMINAL,Set battery trickle charge rate (variant 88),1.0
CMD_EPS_BATT_RESET_088,0x1C63,EPS,NOMINAL,Reset battery management controller (variant 88),1.0
CMD_EPS_SOLAR_DEPLOY_088,0x1C64,EPS,NOMINAL,Deploy solar array (variant 88),1.0
CMD_EPS_SOLAR_STOW_088,0x1C65,EPS,CRITICAL,Stow solar array (variant 88),1.0
CMD_ADCS_MODE_SET_088,0x1C66,ADCS,NOMINAL,Set ADCS control mode (variant 88),1.0
CMD_ADCS_MODE_SAFE_088,0x1C67,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 88),1.0
CMD_ADCS_RW_SPIN_088,0x1C68,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 88),1.0
CMD_ADCS_RW_STOP_088,0x1C69,ADCS,CRITICAL,Stop reaction wheel (variant 88),1.0
CMD_ADCS_MTQ_FIRE_088,0x1C6A,ADCS,NOMINAL,Fire magnetorquer along axis (variant 88),1.0
CMD_ADCS_STAR_TRACK_088,0x1C6B,ADCS,HAZARDOUS,Begin star tracker tracking (variant 88),1.0
CMD_ADCS_ATT_SLEW_088,0x1C6C,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 88),1.0
CMD_COMM_TX_ENABLE_088,0x1C6D,COMM,CRITICAL,Enable transmitter on band (variant 88),1.0
CMD_COMM_TX_DISABLE_088,0x1C6E,COMM,NOMINAL,Disable transmitter on band (variant 88),1.0
CMD_COMM_TX_POWER_088,0x1C6F,COMM,CRITICAL,Set transmitter output power (variant 88),1.0
CMD_COMM_DUMP_START_088,0x1C70,COMM,NOMINAL,Start virtual-channel data dump (variant 88),1.0
CMD_COMM_DUMP_STOP_088,0x1C71,COMM,CRITICAL,Stop virtual-channel data dump (variant 88),1.0
CMD_CDH_BOOT_WARM_088,0x1C72,CDH,NOMINAL,Warm reboot of flight processor (variant 88),1.0
CMD_CDH_BOOT_COLD_088,0x1C73,CDH,NOMINAL,Cold reboot of flight processor (variant 88),1.0
CMD_CDH_TIME_SYNC_088,0x1C74,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 88),1.0
CMD_CDH_FILE_DELETE_088,0x1C75,CDH,NOMINAL,Delete onboard file by path (variant 88),1.0
CMD_CDH_MEM_DUMP_088,0x1C76,CDH,NOMINAL,Dump memory region (variant 88),1.0
CMD_CDH_MEM_PATCH_088,0x1C77,CDH,NOMINAL,Patch memory region (variant 88),1.0
CMD_THERMAL_HTR_ON_088,0x1C78,THERMAL,NOMINAL,Turn on heater zone (variant 88),1.0
CMD_THERMAL_HTR_OFF_088,0x1C79,THERMAL,NOMINAL,Turn off heater zone (variant 88),1.0
CMD_THERMAL_HTR_AUTO_088,0x1C7A,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 88),1.0
CMD_PAYLOAD_IMG_CAPTURE_088,0x1C7B,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 88),1.0
CMD_PAYLOAD_IMG_ABORT_088,0x1C7C,PAYLOAD,HAZARDOUS,Abort current image capture (variant 88),1.0
CMD_PAYLOAD_INST_ON_088,0x1C7D,PAYLOAD,NOMINAL,Power on instrument (variant 88),1.0
CMD_PAYLOAD_INST_OFF_088,0x1C7E,PAYLOAD,NOMINAL,Power off instrument (variant 88),1.0
CMD_PAYLOAD_INST_CAL_088,0x1C7F,PAYLOAD,NOMINAL,Run instrument calibration (variant 88),1.0
CMD_PROP_VALVE_OPEN_088,0x1C80,PROP,NOMINAL,Open propulsion valve (variant 88),1.0
CMD_PROP_VALVE_CLOSE_088,0x1C81,PROP,NOMINAL,Close propulsion valve (variant 88),1.0
CMD_PROP_BURN_EXEC_088,0x1C82,PROP,NOMINAL,Execute commanded delta-v burn (variant 88),1.0
CMD_PROP_BURN_ABORT_088,0x1C83,PROP,NOMINAL,Abort active propulsive maneuver (variant 88),1.0
CMD_EPS_PWR_ON_089,0x1C84,EPS,NOMINAL,Enable power channel in specified mode (variant 89),1.0
CMD_EPS_PWR_OFF_089,0x1C85,EPS,HAZARDOUS,Disable power channel (variant 89),1.0
CMD_EPS_BATT_TRICKLE_089,0x1C86,EPS,NOMINAL,Set battery trickle charge rate (variant 89),1.0
CMD_EPS_BATT_RESET_089,0x1C87,EPS,NOMINAL,Reset battery management controller (variant 89),1.0
CMD_EPS_SOLAR_DEPLOY_089,0x1C88,EPS,NOMINAL,Deploy solar array (variant 89),1.0
CMD_EPS_SOLAR_STOW_089,0x1C89,EPS,CRITICAL,Stow solar array (variant 89),1.0
CMD_ADCS_MODE_SET_089,0x1C8A,ADCS,NOMINAL,Set ADCS control mode (variant 89),1.0
CMD_ADCS_MODE_SAFE_089,0x1C8B,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 89),1.0
CMD_ADCS_RW_SPIN_089,0x1C8C,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 89),1.0
CMD_ADCS_RW_STOP_089,0x1C8D,ADCS,CRITICAL,Stop reaction wheel (variant 89),1.0
CMD_ADCS_MTQ_FIRE_089,0x1C8E,ADCS,NOMINAL,Fire magnetorquer along axis (variant 89),1.0
CMD_ADCS_STAR_TRACK_089,0x1C8F,ADCS,HAZARDOUS,Begin star tracker tracking (variant 89),1.0
CMD_ADCS_ATT_SLEW_089,0x1C90,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 89),1.0
CMD_COMM_TX_ENABLE_089,0x1C91,COMM,CRITICAL,Enable transmitter on band (variant 89),1.0
CMD_COMM_TX_DISABLE_089,0x1C92,COMM,NOMINAL,Disable transmitter on band (variant 89),1.0
CMD_COMM_TX_POWER_089,0x1C93,COMM,CRITICAL,Set transmitter output power (variant 89),1.0
CMD_COMM_DUMP_START_089,0x1C94,COMM,NOMINAL,Start virtual-channel data dump (variant 89),1.0
CMD_COMM_DUMP_STOP_089,0x1C95,COMM,CRITICAL,Stop virtual-channel data dump (variant 89),1.0
CMD_CDH_BOOT_WARM_089,0x1C96,CDH,NOMINAL,Warm reboot of flight processor (variant 89),1.0
CMD_CDH_BOOT_COLD_089,0x1C97,CDH,NOMINAL,Cold reboot of flight processor (variant 89),1.0
CMD_CDH_TIME_SYNC_089,0x1C98,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 89),1.0
CMD_CDH_FILE_DELETE_089,0x1C99,CDH,NOMINAL,Delete onboard file by path (variant 89),1.0
CMD_CDH_MEM_DUMP_089,0x1C9A,CDH,NOMINAL,Dump memory region (variant 89),1.0
CMD_CDH_MEM_PATCH_089,0x1C9B,CDH,NOMINAL,Patch memory region (variant 89),1.0
CMD_THERMAL_HTR_ON_089,0x1C9C,THERMAL,NOMINAL,Turn on heater zone (variant 89),1.0
CMD_THERMAL_HTR_OFF_089,0x1C9D,THERMAL,NOMINAL,Turn off heater zone (variant 89),1.0
CMD_THERMAL_HTR_AUTO_089,0x1C9E,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 89),1.0
CMD_PAYLOAD_IMG_CAPTURE_089,0x1C9F,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 89),1.0
CMD_PAYLOAD_IMG_ABORT_089,0x1CA0,PAYLOAD,HAZARDOUS,Abort current image capture (variant 89),1.0
CMD_PAYLOAD_INST_ON_089,0x1CA1,PAYLOAD,NOMINAL,Power on instrument (variant 89),1.0
CMD_PAYLOAD_INST_OFF_089,0x1CA2,PAYLOAD,NOMINAL,Power off instrument (variant 89),1.0
CMD_PAYLOAD_INST_CAL_089,0x1CA3,PAYLOAD,NOMINAL,Run instrument calibration (variant 89),1.0
CMD_PROP_VALVE_OPEN_089,0x1CA4,PROP,NOMINAL,Open propulsion valve (variant 89),1.0
CMD_PROP_VALVE_CLOSE_089,0x1CA5,PROP,NOMINAL,Close propulsion valve (variant 89),1.0
CMD_PROP_BURN_EXEC_089,0x1CA6,PROP,NOMINAL,Execute commanded delta-v burn (variant 89),1.0
CMD_PROP_BURN_ABORT_089,0x1CA7,PROP,NOMINAL,Abort active propulsive maneuver (variant 89),1.0
CMD_EPS_PWR_ON_090,0x1CA8,EPS,NOMINAL,Enable power channel in specified mode (variant 90),1.0
CMD_EPS_PWR_OFF_090,0x1CA9,EPS,HAZARDOUS,Disable power channel (variant 90),1.0
CMD_EPS_BATT_TRICKLE_090,0x1CAA,EPS,NOMINAL,Set battery trickle charge rate (variant 90),1.0
CMD_EPS_BATT_RESET_090,0x1CAB,EPS,NOMINAL,Reset battery management controller (variant 90),1.0
CMD_EPS_SOLAR_DEPLOY_090,0x1CAC,EPS,NOMINAL,Deploy solar array (variant 90),1.0
CMD_EPS_SOLAR_STOW_090,0x1CAD,EPS,CRITICAL,Stow solar array (variant 90),1.0
CMD_ADCS_MODE_SET_090,0x1CAE,ADCS,NOMINAL,Set ADCS control mode (variant 90),1.0
CMD_ADCS_MODE_SAFE_090,0x1CAF,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 90),1.0
CMD_ADCS_RW_SPIN_090,0x1CB0,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 90),1.0
CMD_ADCS_RW_STOP_090,0x1CB1,ADCS,CRITICAL,Stop reaction wheel (variant 90),1.0
CMD_ADCS_MTQ_FIRE_090,0x1CB2,ADCS,NOMINAL,Fire magnetorquer along axis (variant 90),1.0
CMD_ADCS_STAR_TRACK_090,0x1CB3,ADCS,HAZARDOUS,Begin star tracker tracking (variant 90),1.0
CMD_ADCS_ATT_SLEW_090,0x1CB4,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 90),1.0
CMD_COMM_TX_ENABLE_090,0x1CB5,COMM,CRITICAL,Enable transmitter on band (variant 90),1.0
CMD_COMM_TX_DISABLE_090,0x1CB6,COMM,NOMINAL,Disable transmitter on band (variant 90),1.0
CMD_COMM_TX_POWER_090,0x1CB7,COMM,CRITICAL,Set transmitter output power (variant 90),1.0
CMD_COMM_DUMP_START_090,0x1CB8,COMM,NOMINAL,Start virtual-channel data dump (variant 90),1.0
CMD_COMM_DUMP_STOP_090,0x1CB9,COMM,CRITICAL,Stop virtual-channel data dump (variant 90),1.0
CMD_CDH_BOOT_WARM_090,0x1CBA,CDH,NOMINAL,Warm reboot of flight processor (variant 90),1.0
CMD_CDH_BOOT_COLD_090,0x1CBB,CDH,NOMINAL,Cold reboot of flight processor (variant 90),1.0
CMD_CDH_TIME_SYNC_090,0x1CBC,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 90),1.0
CMD_CDH_FILE_DELETE_090,0x1CBD,CDH,NOMINAL,Delete onboard file by path (variant 90),1.0
CMD_CDH_MEM_DUMP_090,0x1CBE,CDH,NOMINAL,Dump memory region (variant 90),1.0
CMD_CDH_MEM_PATCH_090,0x1CBF,CDH,NOMINAL,Patch memory region (variant 90),1.0
CMD_THERMAL_HTR_ON_090,0x1CC0,THERMAL,NOMINAL,Turn on heater zone (variant 90),1.0
CMD_THERMAL_HTR_OFF_090,0x1CC1,THERMAL,NOMINAL,Turn off heater zone (variant 90),1.0
CMD_THERMAL_HTR_AUTO_090,0x1CC2,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 90),1.0
CMD_PAYLOAD_IMG_CAPTURE_090,0x1CC3,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 90),1.0
CMD_PAYLOAD_IMG_ABORT_090,0x1CC4,PAYLOAD,HAZARDOUS,Abort current image capture (variant 90),1.0
CMD_PAYLOAD_INST_ON_090,0x1CC5,PAYLOAD,NOMINAL,Power on instrument (variant 90),1.0
CMD_PAYLOAD_INST_OFF_090,0x1CC6,PAYLOAD,NOMINAL,Power off instrument (variant 90),1.0
CMD_PAYLOAD_INST_CAL_090,0x1CC7,PAYLOAD,NOMINAL,Run instrument calibration (variant 90),1.0
CMD_PROP_VALVE_OPEN_090,0x1CC8,PROP,NOMINAL,Open propulsion valve (variant 90),1.0
CMD_PROP_VALVE_CLOSE_090,0x1CC9,PROP,NOMINAL,Close propulsion valve (variant 90),1.0
CMD_PROP_BURN_EXEC_090,0x1CCA,PROP,NOMINAL,Execute commanded delta-v burn (variant 90),1.0
CMD_PROP_BURN_ABORT_090,0x1CCB,PROP,NOMINAL,Abort active propulsive maneuver (variant 90),1.0
CMD_EPS_PWR_ON_091,0x1CCC,EPS,NOMINAL,Enable power channel in specified mode (variant 91),1.0
CMD_EPS_PWR_OFF_091,0x1CCD,EPS,HAZARDOUS,Disable power channel (variant 91),1.0
CMD_EPS_BATT_TRICKLE_091,0x1CCE,EPS,NOMINAL,Set battery trickle charge rate (variant 91),1.0
CMD_EPS_BATT_RESET_091,0x1CCF,EPS,NOMINAL,Reset battery management controller (variant 91),1.0
CMD_EPS_SOLAR_DEPLOY_091,0x1CD0,EPS,NOMINAL,Deploy solar array (variant 91),1.0
CMD_EPS_SOLAR_STOW_091,0x1CD1,EPS,CRITICAL,Stow solar array (variant 91),1.0
CMD_ADCS_MODE_SET_091,0x1CD2,ADCS,NOMINAL,Set ADCS control mode (variant 91),1.0
CMD_ADCS_MODE_SAFE_091,0x1CD3,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 91),1.0
CMD_ADCS_RW_SPIN_091,0x1CD4,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 91),1.0
CMD_ADCS_RW_STOP_091,0x1CD5,ADCS,CRITICAL,Stop reaction wheel (variant 91),1.0
CMD_ADCS_MTQ_FIRE_091,0x1CD6,ADCS,NOMINAL,Fire magnetorquer along axis (variant 91),1.0
CMD_ADCS_STAR_TRACK_091,0x1CD7,ADCS,HAZARDOUS,Begin star tracker tracking (variant 91),1.0
CMD_ADCS_ATT_SLEW_091,0x1CD8,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 91),1.0
CMD_COMM_TX_ENABLE_091,0x1CD9,COMM,CRITICAL,Enable transmitter on band (variant 91),1.0
CMD_COMM_TX_DISABLE_091,0x1CDA,COMM,NOMINAL,Disable transmitter on band (variant 91),1.0
CMD_COMM_TX_POWER_091,0x1CDB,COMM,CRITICAL,Set transmitter output power (variant 91),1.0
CMD_COMM_DUMP_START_091,0x1CDC,COMM,NOMINAL,Start virtual-channel data dump (variant 91),1.0
CMD_COMM_DUMP_STOP_091,0x1CDD,COMM,CRITICAL,Stop virtual-channel data dump (variant 91),1.0
CMD_CDH_BOOT_WARM_091,0x1CDE,CDH,NOMINAL,Warm reboot of flight processor (variant 91),1.0
CMD_CDH_BOOT_COLD_091,0x1CDF,CDH,NOMINAL,Cold reboot of flight processor (variant 91),1.0
CMD_CDH_TIME_SYNC_091,0x1CE0,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 91),1.0
CMD_CDH_FILE_DELETE_091,0x1CE1,CDH,NOMINAL,Delete onboard file by path (variant 91),1.0
CMD_CDH_MEM_DUMP_091,0x1CE2,CDH,NOMINAL,Dump memory region (variant 91),1.0
CMD_CDH_MEM_PATCH_091,0x1CE3,CDH,NOMINAL,Patch memory region (variant 91),1.0
CMD_THERMAL_HTR_ON_091,0x1CE4,THERMAL,NOMINAL,Turn on heater zone (variant 91),1.0
CMD_THERMAL_HTR_OFF_091,0x1CE5,THERMAL,NOMINAL,Turn off heater zone (variant 91),1.0
CMD_THERMAL_HTR_AUTO_091,0x1CE6,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 91),1.0
CMD_PAYLOAD_IMG_CAPTURE_091,0x1CE7,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 91),1.0
CMD_PAYLOAD_IMG_ABORT_091,0x1CE8,PAYLOAD,HAZARDOUS,Abort current image capture (variant 91),1.0
CMD_PAYLOAD_INST_ON_091,0x1CE9,PAYLOAD,NOMINAL,Power on instrument (variant 91),1.0
CMD_PAYLOAD_INST_OFF_091,0x1CEA,PAYLOAD,NOMINAL,Power off instrument (variant 91),1.0
CMD_PAYLOAD_INST_CAL_091,0x1CEB,PAYLOAD,NOMINAL,Run instrument calibration (variant 91),1.0
CMD_PROP_VALVE_OPEN_091,0x1CEC,PROP,NOMINAL,Open propulsion valve (variant 91),1.0
CMD_PROP_VALVE_CLOSE_091,0x1CED,PROP,NOMINAL,Close propulsion valve (variant 91),1.0
CMD_PROP_BURN_EXEC_091,0x1CEE,PROP,NOMINAL,Execute commanded delta-v burn (variant 91),1.0
CMD_PROP_BURN_ABORT_091,0x1CEF,PROP,NOMINAL,Abort active propulsive maneuver (variant 91),1.0
CMD_EPS_PWR_ON_092,0x1CF0,EPS,NOMINAL,Enable power channel in specified mode (variant 92),1.0
CMD_EPS_PWR_OFF_092,0x1CF1,EPS,HAZARDOUS,Disable power channel (variant 92),1.0
CMD_EPS_BATT_TRICKLE_092,0x1CF2,EPS,NOMINAL,Set battery trickle charge rate (variant 92),1.0
CMD_EPS_BATT_RESET_092,0x1CF3,EPS,NOMINAL,Reset battery management controller (variant 92),1.0
CMD_EPS_SOLAR_DEPLOY_092,0x1CF4,EPS,NOMINAL,Deploy solar array (variant 92),1.0
CMD_EPS_SOLAR_STOW_092,0x1CF5,EPS,CRITICAL,Stow solar array (variant 92),1.0
CMD_ADCS_MODE_SET_092,0x1CF6,ADCS,NOMINAL,Set ADCS control mode (variant 92),1.0
CMD_ADCS_MODE_SAFE_092,0x1CF7,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 92),1.0
CMD_ADCS_RW_SPIN_092,0x1CF8,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 92),1.0
CMD_ADCS_RW_STOP_092,0x1CF9,ADCS,CRITICAL,Stop reaction wheel (variant 92),1.0
CMD_ADCS_MTQ_FIRE_092,0x1CFA,ADCS,NOMINAL,Fire magnetorquer along axis (variant 92),1.0
CMD_ADCS_STAR_TRACK_092,0x1CFB,ADCS,HAZARDOUS,Begin star tracker tracking (variant 92),1.0
CMD_ADCS_ATT_SLEW_092,0x1CFC,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 92),1.0
CMD_COMM_TX_ENABLE_092,0x1CFD,COMM,CRITICAL,Enable transmitter on band (variant 92),1.0
CMD_COMM_TX_DISABLE_092,0x1CFE,COMM,NOMINAL,Disable transmitter on band (variant 92),1.0
CMD_COMM_TX_POWER_092,0x1CFF,COMM,CRITICAL,Set transmitter output power (variant 92),1.0
CMD_COMM_DUMP_START_092,0x1D00,COMM,NOMINAL,Start virtual-channel data dump (variant 92),1.0
CMD_COMM_DUMP_STOP_092,0x1D01,COMM,CRITICAL,Stop virtual-channel data dump (variant 92),1.0
CMD_CDH_BOOT_WARM_092,0x1D02,CDH,NOMINAL,Warm reboot of flight processor (variant 92),1.0
CMD_CDH_BOOT_COLD_092,0x1D03,CDH,NOMINAL,Cold reboot of flight processor (variant 92),1.0
CMD_CDH_TIME_SYNC_092,0x1D04,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 92),1.0
CMD_CDH_FILE_DELETE_092,0x1D05,CDH,NOMINAL,Delete onboard file by path (variant 92),1.0
CMD_CDH_MEM_DUMP_092,0x1D06,CDH,NOMINAL,Dump memory region (variant 92),1.0
CMD_CDH_MEM_PATCH_092,0x1D07,CDH,NOMINAL,Patch memory region (variant 92),1.0
CMD_THERMAL_HTR_ON_092,0x1D08,THERMAL,NOMINAL,Turn on heater zone (variant 92),1.0
CMD_THERMAL_HTR_OFF_092,0x1D09,THERMAL,NOMINAL,Turn off heater zone (variant 92),1.0
CMD_THERMAL_HTR_AUTO_092,0x1D0A,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 92),1.0
CMD_PAYLOAD_IMG_CAPTURE_092,0x1D0B,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 92),1.0
CMD_PAYLOAD_IMG_ABORT_092,0x1D0C,PAYLOAD,HAZARDOUS,Abort current image capture (variant 92),1.0
CMD_PAYLOAD_INST_ON_092,0x1D0D,PAYLOAD,NOMINAL,Power on instrument (variant 92),1.0
CMD_PAYLOAD_INST_OFF_092,0x1D0E,PAYLOAD,NOMINAL,Power off instrument (variant 92),1.0
CMD_PAYLOAD_INST_CAL_092,0x1D0F,PAYLOAD,NOMINAL,Run instrument calibration (variant 92),1.0
CMD_PROP_VALVE_OPEN_092,0x1D10,PROP,NOMINAL,Open propulsion valve (variant 92),1.0
CMD_PROP_VALVE_CLOSE_092,0x1D11,PROP,NOMINAL,Close propulsion valve (variant 92),1.0
CMD_PROP_BURN_EXEC_092,0x1D12,PROP,NOMINAL,Execute commanded delta-v burn (variant 92),1.0
CMD_PROP_BURN_ABORT_092,0x1D13,PROP,NOMINAL,Abort active propulsive maneuver (variant 92),1.0
CMD_EPS_PWR_ON_093,0x1D14,EPS,NOMINAL,Enable power channel in specified mode (variant 93),1.0
CMD_EPS_PWR_OFF_093,0x1D15,EPS,HAZARDOUS,Disable power channel (variant 93),1.0
CMD_EPS_BATT_TRICKLE_093,0x1D16,EPS,NOMINAL,Set battery trickle charge rate (variant 93),1.0
CMD_EPS_BATT_RESET_093,0x1D17,EPS,NOMINAL,Reset battery management controller (variant 93),1.0
CMD_EPS_SOLAR_DEPLOY_093,0x1D18,EPS,NOMINAL,Deploy solar array (variant 93),1.0
CMD_EPS_SOLAR_STOW_093,0x1D19,EPS,CRITICAL,Stow solar array (variant 93),1.0
CMD_ADCS_MODE_SET_093,0x1D1A,ADCS,NOMINAL,Set ADCS control mode (variant 93),1.0
CMD_ADCS_MODE_SAFE_093,0x1D1B,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 93),1.0
CMD_ADCS_RW_SPIN_093,0x1D1C,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 93),1.0
CMD_ADCS_RW_STOP_093,0x1D1D,ADCS,CRITICAL,Stop reaction wheel (variant 93),1.0
